2070384,1882293
1767090,1574111
2133024,1934205
2018157,1814613
2103294,1907464
2842025,2657557
1972955,1779775
1866735626,1866484462
1943154169,1942906851
1834163207,1833733967
2447631,2260160
2079704,1880705
959037178,958772917
1729082,1535895
3061490,2860365
1993579,1780963
1979795,1788710
1294991174,1294728983
1729638,1529996
1697636,1487945
1154565978,1154317758
1773855,1613152
3001679,2805362
2292292,2086938
1698130,1496794
1742783,1541585
454031037,453832319
2117087,1857455
2334333435,2334064663
2422969278,2422711690
2823031474,2822769642
6249083,6051774
2563243,2368203
3950894,3750993
3879906568,3879589922
3919662797,3919410295
1933034,1715266
4029566377,4029319628
3988984079,3988730359
1830970,1628204
1825345,1612114
540307808,540119878
2090138,1867715
2052076,1864042
2486252,2289280
4108102717,4107710143
16745815,16559426
1635739,1435501
683436191,683151261
4202566294,4202295493
4117647661,4117391943
1758622,1561099
1621855,1401714
1833520,1636479
2015593,1812057
4202287367,4202052251
4233436149,4233199100
1964546,1768015
4322167731,4321887344
24214156,24037911
2252618,2044121
1641953,1457045
1911075,1706093
1927359,1724145
4148019552,4147773965
4080330888,4080048204
2026927,1892744
1775349,1571467
2072176,1839682
1856809,1627127
1995190,1794103
3637613933,3637356937
3529481966,3529033037
1762276,1553446
3207777821,3207486847
1603627,1408724
2979513278,2979261445
2887966264,2887590537
2094634,1873919
1939639,1726846
2027502,1833902
15756536,15566687
2572395118,2572120875
3598189,3395050
1942156,1743433
2431107860,2430849399
2730445,2540550
2013225,1818500
3266233,3143414
2442131,2244266
1871123,1692686
2232282,2004619
2343797,2140025
2143301304,2143019679
1756166,1578342
2274578809,2274281569
1805870,1584458
1774707,1577690
3821265,3608360
2437752,2243759
1721501,1521165
2459673714,2459438666
2620806,2422107
1785508,1588307
2629439,2438369
2449656550,2449416934
3662730,3472894
1550628,1359798
2508676271,2508402063
2178102,1980785
1766172,1570623
2454236,2258895
2377880335,2377635924
2450575080,2450318063
2478963839,2478717954
2858662427,2858395812
1972517,1760996
2956560,2765263
2751201847,2750918419
1644763,1457180
2614532816,2614291359
2457165732,2456913769
1808982,1640277
716994402,716731904
1668894,1480628
1831598,1618056
2502637,2279213
1330149065,1329844446
1566707,1378962
1328332315,1328059247
2028871,1827139
1808050,1601754
715253814,714992597
1765228,1557164
2452867,2232289
718735009,718469621
1777539,1579734
2180839,1954500
2035596,1841073
1623431,1404064
1725161,1539545
1679991,1483126
1948124,1752348
1607406,1409131
739691956,739427534
1712999,1506757
2385004,2181304
1646361,1444550
2808557,2607826
1982310,1777816
1792017,1595214
2210911,2024067
11866095,11673312
2295075,2100953
884361146,884114154
1359782003,1359508171
2061484,1855572
1255764539,1255449455
7315774,7114831
717530282,717273406
1977173,1773658
1733118,1534311
1915667,1672154
115489799,115203263
2382913,2185797
779240955,778967722
1618376,1427764
2043663,1849946
952664066,952411199
929384523,929140248
3015411,2809851
1666086,1472188
768435821,768188792
1767101,1572323
1291798964,1291550941
3699163,3509884
2042793621,2042535185
2206588,2008952
2008570,1808111
2050749004,2050494837
10734894,10534185
1680137,1484329
1977081838,1976828101
2242977,2044170
2180193952,2179878389
2495142974,2494877816
2925052696,2924783596
2303027,2110574
1920174,1727152
1993341,1799198
3708298814,3708035243
1810415,1590494
3749836380,3749588805
1701376,1490512
2354029,2148372
3778791276,3778533595
3692318726,3692065170
3490602589,3490335246
1748463,1550613
2034268,1841150
3062798489,3062534939
1963124,1766991
2253635,2024917
1615231,1370045
1825478,1607379
2428812938,2428569362
1514435,1339130
2215313016,2215038765
2038417,1837928
1944601690,1944321997
2038652,1853151
2181978301,2181676607
3050710637,3050421970
760668641,760381584
2555629,2360963
3789810334,3789529889
1988015,1770171
16505376,16253144
2218459,2029387
2351880,2146085
4348321153,4348065256
4377613217,4377363796
14950853,14752335
36963251,36724027
1760655,1572794
4647128180,4646881388
17137956,16911264
1946929,1746058
5449484531,5449180804
5483571521,5483338365
1915925,1695749
2246509,2048191
23076445,22867640
5647087431,5646708615
5705722209,5705470177
5557003539,5556741450
41325332,41097093
5641438155,5641006584
5465461573,5465188447
2024876,1788444
15280251,15049851
32680707,32474673
1574480,1368647
1994218,1779180
1749388,1523782
5218749350,5218452041
13346764,13062468
10924067,10672040
5151637071,5151301204
2712467,2477930
2448078,2204782
2204144,2016143
4846443220,4846198408
3075156,2849945
1942424,1745282
4650450426,4650159452
4636576478,4636322644
4526815193,4526585194
1642206,1424375
4152406346,4151985215
3318008928,3317736544
2046730,1855401
1735501,1519625
3723706,3558413
1593978,1404423
8864880,8680009
3140903124,3140465074
1895552,1696253
3112183631,3111934501
1733623,1542821
2881113847,2880715364
1934047,1743682
440047345,439768056
2953137007,2952901122
1976921,1775431
2512457134,2512195239
2483063712,2482750664
2118677573,2118419486
1990972,1790273
13250686,13060763
1318890471,1318663700
1772792,1554220
1977296502,1976797729
1569175,1372060
3245457549,3245168603
3332887973,3332650752
2314772,2120072
1937598,1746209
3873358185,3873119233
2053570,1835555
1930305,1718382
1671513,1463771
2797911,1866544
4683332618,4683078621
2795984,2553899
26666131,26382573
1994005,1775286
1696677,1498485
1959596,1776803
1825679,1639611
5340975418,5340709611
10735415,10537203
1988030,1779959
5401887687,5401634633
1505913,1333539
5495623002,5495326214
5475304302,5474952751
1971188,1748211
1689257,1483897
5502262675,5502006230
1836627,1633054
5491845438,5491605579
1966275,1775857
2101423,1900001
2337616,2135313
1835556,1641839
4431747816,4431501194
4262063877,4261674454
4005705330,3833496132
3694682188,3694137434
526751851,526412530
2524218,2298200
1739171,1515895
1740301,1518342
5143276,4957273
2053736,1861814
2073460,1886895
4199522788,4199249231
17673446,17449392
4643485251,4643231589
4987188139,4986940596
5965952695,5965694431
6983628872,6983374738
7078915697,7078614817
2070150,1865422
7249659825,7249422702
7367741212,7367564195
7241296514,7241058904
5926459,5745924
1954661,1766376
6977538825,6977257115
1982078,1798292
1642666,1442535
6578163360,6577926740
2679514,2493647
6351968156,6351720797
1920971,1716469
6309154369,6308866525
1978630,1792393
2022305,1824854
1733337,1547049
5322403186,5322138352
2199048,1986590
4102462519,4102180740
3773088037,3772791883
2497628,2242906
3402749602,3402449302
2060539,1874087
2117574,1931265
2830177,2639820
2196092,2001277
6787943,6596105
2006091,1798328
2140511,1947426
3958873185,3958577099
12993715,12751442
4049049675,4048791786
2513011,2263719
1962361,1759025
