2744329,2556637
2022614,1811856
2111826,1926428
3230377,3037968
11989778,11766173
3397503882,3397276514
1874935,1648076
2477235,2283025
1628157,1441621
23064556,22836180
7459152,7209442
1801685,1602223
4486577374,4486248490
2997593,2805100
4839185502,4838954408
2086555,1878575
3822842,3620277
5086531076,5086269684
5352982347,5352751219
2482280,2288921
5347167536,5346924601
5326622742,5326366422
1836596,1625539
2302885,2096342
2675269,2463369
1822027,1629719
1680743,1482700
2339873,2147189
4946550970,4946252467
2487458,2290112
2521477,2328780
4226783283,4226431356
2253319,2050817
4017549462,4017309381
3900724401,3900459011
1984570,1790672
3520978643,3520684184
3183025530,3182774382
1650492,1458223
2421449,2213378
4735684,4536896
1936927,1735701
2895201981,2894838272
28640467,28433535
2303872,2107151
4290580,4092312
2883722246,2883459190
2134576,1932368
2736179675,2735931567
2970067,2766051
2522805635,2522524728
4305816,4116110
2697201737,2696953254
2648296,2442984
2859227801,2858885285
2820840094,2820542571
2099454,1905339
2932550,2718076
1981787,1787494
2670514097,2670248423
2154181,1952251
2808909,2615373
2111077,1914398
3168794,2973599
1645316,1442843
2679189681,2678931955
1707999,1492396
2102315,1903931
2513644,2322794
2702237349,2701965934
2992010,2803355
3381654105,3381398578
2372638,2166583
3696778889,3696544760
14666872,14447446
3818338702,3818100181
2094434,1892324
2133670,1937500
2638780,2434761
45983475,45738909
4137542078,4137314863
4180275905,4180103226
2519181,2313687
7504764,7268568
198286272,11284680
2019317,1812616
1790208,1654123
1953615,1758476
2339173,2192378
2030010,1834410
2398818,2292415
1767411,1647042
4290178788,4289864497
4306098730,4305812824
4318735887,4318464133
1702080,1487078
2395429,2200477
2692744,2481329
4268696667,4268449708
1949754,1748202
6052590,5854587
2574083,2380044
2826006,2622174
3182703,2951623
2776124,2567971
2164148,1957166
2449054,2258261
9142703,8867740
4505890199,4505642683
4522720803,4522474480
4574503162,4574171294
2469766,2252710
4452911702,4452651394
4476265073,4476015558
4571410991,4571124845
4659113869,4658859778
1803786,1584073
4175636512,4175455468
8960260,8763312
1628202,1427676
3906580,3701717
4958468973,4958107716
5175911537,5175667799
2036988,1829111
1990289,1757066
5724355655,5724114922
2120130,1878182
1713643,1505710
2787638,2559161
6565976052,6565725240
6558970585,6558721534
2414743,2213829
6542503734,6542260850
1728623,1538185
2092953,1896681
6687192741,6686932385
2028280,1840331
4921410,4694943
6668729711,6668448813
1865333,1687458
1578721,1427978
39109678,38917259
2322087,2118775
1840584,1677753
3612804,3421877
2428148,2189045
1786391,1592483
2000410,1805870
6357191228,6356927983
5636544479,5636248466
6540167399,6539927502
6494658775,6494341855
