15878435,15699072
10079328,9931936
2395134,2304126
3423801,3291859
7976345,7813380
2282315,2023694
2309568,2239860
3327886,3167733
4834666,4671259
3353878,3195854
3696168994,3695929244
4082648501,4082461395
4683537532,4683366420
1781099,1621863
4728992089,4728776484
2356646,2196201
1672151,1497132
1680743,1505165
2063913,1900518
4714118202,4713963675
4772946405,4772743516
4763941417,4763797400
23625315,23471243
1530351,1382481
1530859,1382989
2084081,1933832
1774005,1653491
1985320,1832352
4313956,4145667
1311419,1215264
4796916312,4796745808
1887758,1739551
1377574,1276816
1182501,1104009
4711233694,4711115249
25361622,25231953
1737830,1619994
5142210,4977400
1823773,1675817
4753102946,4752769431
4765663661,4765398876
4729933462,4729711415
2206738,2039098
1961392,1863244
1842302,1738631
1845484,1647428
4709608467,4709421286
2175570,1997274
1596535,1436295
6023139,5869540
4749418851,4749292282
1760173,1577299
1572046,1434945
8509191,8345072
12822429,12668507
4682910626,4682721072
4788536794,4788374401
5318610,5184472
4705935317,4705752546
2311151,2180908
4714548589,4714361156
4671171805,4671001076
2371491,2215747
4704157794,4703961369
2120089,1963234
1771257,1635546
1785852,1660264
1921190,1764991
3634393,3484779
4861358273,4861124065
4878748972,4878536067
4846118711,4845896236
4809266817,4809079959
4730785720,4730630228
4791229825,4791103762
1625982,1516979
4821301494,4821135750
17048623,16937369
4828888289,4828646653
2059323,1958270
1506598,1393122
1888272,1730642
1397496,1275167
1283814,1191489
4793374974,4793079322
1867466,1707540
20649178,20532133
23306489,23176060
2811344,2610766
4765953462,4765737372
1791943,1647977
1991611,1830955
1750846,1602821
2953832,2794095
2075460,1909069
4789287196,4789092633
4782118317,4781932766
19161317,19000872
3774534455,3774322876
3781795610,3781623502
4692222144,4692093986
4717985230,4717780593
6021833,5927581
1723379,1559031
4716067330,4715885107
4705471567,4705286366
19493455,19337274
1541688,1391682
1809753,1636806
4792320208,4792187661
1933748,1764561
11465627,11317259
1856061,1702772
1811445,1662307
4774331347,4774051920
3826150251,3825881322
1979276,1817349
2059125,1875788
2517566,2347164
2694881,2534186
1996991,1824836
4782317659,4782140042
5386614,5227189
1604448,1450199
1756998,1587399
4823618097,4823420468
3061521,2912379
4734456152,4734285662
1554259,1383718
7165887,7037003
1574438,1424906
4686993359,4686770278
1939369,1725977
4700820606,4700617974
6660233,6507947
1730484,1548212
1960598,1792233
1963653,1807543
4668297532,4668134654
1814467,1665825
1915597,1761775
14319681,14138844
4722668312,4722496178
4583483637,4583296880
4615997969,4615663348
1629103,1481228
4832459509,4832248228
1857963,1682823
4906292671,4906109545
4818569485,4818346612
10615839,10475169
13728643,13564694
4827067908,4826897547
4881470150,4881257895
4852352786,4852136672
11337016,11152587
1980102,1825787
1971796,1827497
1928657,1778042
1767282,1613703
4857243699,4856930427
4870925284,4870731822
3072661,2923065
47543742,47405922
1692397,1586828
36245456,36092534
4795309940,4795134649
4749362444,4749162480
1515822,1381032
1470927,1380145
42578305,42448708
1228954,1122330
2790210,2643948
1606887,1492561
1476861,1386050
1837066,1717775
10620718,10519067
1812041,1662550
2409239,2339233
3355599,3220188
1651840,1547773
1745160,1636536
1763114,1658776
7408796,7270484
1455771,1340471
1659552,1536133
1883091,1753128
4685920101,4685720161
4602721116,4602523682
4635071533,4634879678
4644068983,4643892537
1399411,1306045
1680539,1512216
1831112,1655871
2224915,2079785
1812249,1637737
4019274,3859771
1658567,1501223
1714563,1540393
35931848,35751246
14925501,14758123
1998219,1848795
1730159,1554492
1960782,1812505
4671483222,4671308251
2624290,2469897
2535128,2359577
2108083,1959280
4768460113,4768316152
4787680061,4787529603
2001526,1849992
4747790896,4747623204
4729863426,4729726247
11932186,11782921
4731155451,4731020938
2255086,2078840
2596187,2520615
3113885,3046415
2221181,2070711
1270112,1188068
1343271,1252805
4799002531,4798775139
6925246,6736834
4836973409,4836771708
4883149331,4882967337
2327495,2177924
4853123691,4852928952
4928478398,4928296257
4848483072,4848316942
4885477862,4885298972
4800640930,4800457087
4813267916,4813133092
4810739810,4810546395
1743365,1612195
2515781,2360841
1416113,1293953
1892767,1744807
3999920930,3999679001
4988150698,4987921573
4891223498,4891011608
1585201,1424379
4584868,4432524
1690178,1538145
1756646,1591284
2319624,2159564
1595752,1452046
4758197868,4758020546
1762000,1646306
4785983655,4785788067
4785711528,4785526043
4738932917,4738802350
4744824343,4744707221
1589850,1443742
4275957,4123647
1673327,1511743
4807145017,4806955650
4730557113,4730333327
36548125,36386575
1727482,1570432
1704215,1548174
6057400,5958201
1750055,1575034
4805503937,4805298050
1590324,1419665
1809686,1627490
2151050,1986529
1925621,1749262
4817829193,4817635576
3784373256,3784209312
4754889884,4754640685
4721221039,4721025308
18533571,18393800
8095259,7966424
1646744,1497208
1337923,1213941
1502470,1354576
1737634,1561599
1554528,1433962
1938523,1748702
1774099,1618283
3810853,3625435
1555594,1415264
1872466,1716916
1646760,1478389
4676180842,4676000590
2864343,2731232
36217761,36048760
2517532,2371534
2973816,2906245
1253809,1177883
3748858,3679573
8052970,7887075
4522288651,4522158774
4592506863,4592320256
2581537,2430426
9802560,9702264
1787199,1645884
2230090,2154685
3123651,2987352
1223449,1145968
4582057484,4581836683
8072680,7928589
13578304,13505660
13539666,13378530
4506311719,4506102316
4646207500,4646016044
4689762869,4689574542
1982395,1819446
24667072,24492876
4692764457,4692571055
3846970862,3846863285
4744728414,4744601904
1936197,1758773
4768400195,4768221757
1702776,1524096
1978207,1813905
4829641132,4829516871
4750740543,4750576463
4709749184,4709526451
19356778,19223213
4741992801,4741857604
2547258,2479342
8325071,8227702
4881569417,4881363269
4867795208,4867579300
5836136,5623411
4441816,4261263
1731378,1569492
1903166,1750227
3821278899,3821059965
4787765537,4787567192
4861879897,4861732929
4834490589,4834242380
4715077372,4714962138
4731547911,4731329709
2270500,2115514
4727758568,4727601034
4759041306,4758863950
1635111,1492679
1229003,1151896
18189560,18036900
15885418,15726020
1506371,1401436
6132269,5986483
4725654575,4725436551
1706205,1536453
4644219888,4644024314
4493504572,4493383974
4577349879,4577165919
